formula,chemsys,ehull
Zn1 Ag7 O8,Ag-Zn-O,0.04886444718749949
Zn4 Ag8 O8,Ag-Zn-O,0.059314111000000835
Ag1 Au3 O4,Ag-Au-O,0.021698274791666528
Ag1 Au3 O6,Ag-Au-O,0.004428229416666873
Ca4 Ag1 O5,Ag-Ca-O,0.03192975650000207
Ca4 Ag1 O5,Ag-Ca-O,0.030539698500001933
Ca4 Ag1 O5,Ag-Ca-O,0.028163411500002233
La2 Ag1 O2,Ag-La-O,-0.004177875166667455
La2 Ag1 O4,Ag-La-O,-0.005195579821430485
La3 Ag1 O6,Ag-La-O,-0.0549630161458321
La1 Ag1 O2,Ag-La-O,0.0018512612499881342
Y1 Ag1 O2,Ag-Y-O,0.0012035299999997306
Y3 Ag1 O6,Ag-Y-O,-0.009401096770833561
Y3 Ag1 O6,Ag-Y-O,-0.01652432977083329
Al2 Os4 O12,Al-Os-O,0.023671649583336674
Al2 Ru4 O12,Al-Ru-O,0.02750630427083589
Al2 Rh2 O6,Al-Rh-O,0.020383239750000115
Al2 Os2 O8,Al-Os-O,0.004814757708333062
Al2 Os2 O8,Al-Os-O,0.01977980604166696
Al2 Os2 O8,Al-Os-O,0.016969996041668267
Al2 Ru2 O8,Al-Ru-O,0.03749226223958413
Al1 Rh5 O12,Al-Rh-O,-0.007880871388890043
Al1 Rh5 O12,Al-Rh-O,-0.007751039166667972
Al1 Ru5 O12,Al-Ru-O,0.020529804635414983
Al1 Os3 O8,Al-Os-O,-0.0017111236458315915
Al1 Rh3 O8,Al-Rh-O,-0.0014582779166678606
Al1 Ru3 O8,Al-Ru-O,0.023877952786457435
Nb2 Au2 O8,Au-Nb-O,-0.017298986011898165
Y6 Au2 O12,Au-Y-O,-0.031296661687498784
Sc4 Au2 O2,Au-Sc-O,-0.0028032984374997127
Sc6 Au2 O2,Au-Sc-O,-0.06626185775000071
Sc6 Au2 O2,Au-Sc-O,-0.03739805675000074
Sc6 Au2 O2,Au-Sc-O,-0.06748043975000062
Sc6 Au2 O2,Au-Sc-O,-0.06659483774999941
Zr6 Au2 O2,Au-Zr-O,-0.03590570860000142
Pd1 Au2 O4,Au-Pd-O,-0.006120242142857002
Pd2 Au2 O4,Au-Pd-O,0.007769837916667299
Sc2 Au2 O4,Au-Sc-O,0.015213446927083929
Pb2 Au2 O6,Au-Pb-O,-0.04426707266666785
Pd2 Au2 O6,Au-Pd-O,-0.00032768699999952133
Tl2 Au2 O6,Au-Tl-O,-0.04320399850000012
Tl2 Au2 O6,Au-Tl-O,-0.014141071500000102
Y2 Au2 O6,Au-Y-O,-0.048111065124999186
Y2 Au2 O6,Au-Y-O,-0.07619728112500024
Ta2 Au2 O8,Au-Ta-O,-0.017111874583327413
Be1 Au3 O4,Au-Be-O,0.06934157687500164
Cd1 Au3 O6,Au-Cd-O,-0.05036543825000006
Cd1 Au3 O6,Au-Cd-O,-0.05888937624999979
Cd1 Au3 O6,Au-Cd-O,-0.039720353249999896
Hg1 Au3 O6,Au-Hg-O,-0.0385114144999994
In1 Au3 O6,Au-In-O,-0.03599207350000011
Mg1 Au3 O4,Au-Mg-O,-0.012217252499998388
Mg1 Au3 O6,Au-Mg-O,0.016745912750000258
Mg1 Au3 O6,Au-Mg-O,-0.037161485249999515
Mg1 Au3 O6,Au-Mg-O,-0.0019493202499987206
Pd1 Au3 O4,Au-Pd-O,0.0370369631250016
Pb1 Au3 O6,Au-Pb-O,-0.03591501283333365
Pd1 Au3 O6,Au-Pd-O,0.00677793499999968
Pd2 Au3 O6,Au-Pd-O,-0.00897487939394015
Pd1 Au3 O6,Au-Pd-O,0.00998277799999947
Pd1 Au3 O6,Au-Pd-O,0.02023145400000015
Sc1 Au3 O6,Au-Sc-O,0.02273445693750009
Sc1 Au3 O6,Au-Sc-O,-0.0058435730625001625
Y1 Au3 O6,Au-Y-O,-0.045906388062499914
Y1 Au3 O6,Au-Y-O,-0.04821804306250055
Zn1 Au3 O6,Au-Zn-O,0.02011420675000153
Zn1 Au3 O6,Au-Zn-O,-0.0035092082499987853
Pd3 Au3 O8,Au-Pd-O,-0.024989700714285412
Mg2 Au4 O6,Au-Mg-O,-0.031231667777777083
Mg2 Au4 O8,Au-Mg-O,-0.05311130642857087
Sc12 Au4 O2,Au-Sc-O,-0.017467758194443128
Sc12 Au4 O3,Au-Sc-O,-0.03962993953947347
Be1 Au5 O6,Au-Be-O,0.09330606319444268
Mg3 Au5 O8,Au-Mg-O,-0.0198056666666675
Mg3 Au5 O8,Au-Mg-O,-0.02586897354166684
Pd3 Au5 O12,Au-Pd-O,0.001698021500000202
Pd1 Au5 O6,Au-Pd-O,0.03026931652777698
Pd3 Au5 O8,Au-Pd-O,0.02295842677083293
Sc1 Au1 O2,Au-Sc-O,0.015454755677084542
Pd2 Au1 O4,Au-Pd-O,0.0005622164285741249
Tl3 Au1 O6,Au-Tl-O,-0.021967524749999967
Y3 Au1 O6,Au-Y-O,-0.03049847618749979
Ta2 Au1 O7,Au-Ta-O,0.012815938250000158
Sc4 Au1 O8,Au-Sc-O,0.024543327307691598
Rb1 Ba12 O5,Ba-Rb-O,0.026223298472221934
Cs10 Ba2 O6,Ba-Cs-O,0.014844166666667657
Cs2 Ba2 O3,Ba-Cs-O,0.010582952857140171
Cs2 Ba2 O6,Ba-Cs-O,0.024795785000000237
Cs4 Ba2 O4,Ba-Cs-O,0.029981299000001904
Cs4 Ba2 O4,Ba-Cs-O,0.02947192700000212
Ba2 Li2 O2,Ba-Li-O,0.0692998600000001
Ba2 Li4 O4,Ba-Li-O,0.061278754000000824
Ba2 Li4 O4,Ba-Li-O,0.029355323000000766
Ba2 Li4 O4,Ba-Li-O,0.06064645500000054
Ba2 Li7 O1,Ba-Li-O,0.07118222641666616
Ba2 Li8 O1,Ba-Li-O,0.05355292499999997
Ba2 Li9 O1,Ba-Li-O,0.06830450465277771
Rb2 Ba2 O3,Ba-Rb-O,0.010807622857141652
Rb2 Ba2 O3,Ba-Rb-O,0.015474559999998583
Rb4 Ba2 O4,Ba-Rb-O,0.011441127000002105
Rb6 Ba2 O4,Ba-Rb-O,0.00014574199999994875
Cs2 Ba3 O4,Ba-Cs-O,0.03510318222222075
Ba3 Li1 O4,Ba-Li-O,0.08432246749999983
Rb1 Ba3 O4,Ba-Rb-O,0.036122927499999236
Rb3 Ba3 O5,Ba-Rb-O,0.03451316727272591
Rb4 Ba3 O5,Ba-Rb-O,0.022338735833333345
Rb9 Ba3 O8,Ba-Rb-O,0.011753321000001371
Cs2 Ba4 O2,Ba-Cs-O,0.01595926551724114
Cs2 Ba4 O2,Ba-Cs-O,0.03417425551724085
Cs2 Ba4 O2,Ba-Cs-O,0.01968889551724118
Cs3 Ba4 O2,Ba-Cs-O,0.0351175162452102
Cs4 Ba4 O2,Ba-Cs-O,0.03609624582758597
Cs4 Ba4 O6,Ba-Cs-O,0.02434511214285351
Cs8 Ba4 O8,Ba-Cs-O,0.012640728500001863
Ba4 Li2 O4,Ba-Li-O,0.06385687400000073
Ba4 Li1 O5,Ba-Li-O,0.06557526699999983
Rb2 Ba4 O2,Ba-Rb-O,0.014496299374999744
Rb2 Ba4 O2,Ba-Rb-O,-0.0045297681250002775
Rb2 Ba4 O2,Ba-Rb-O,-0.004762038125000423
Rb3 Ba4 O2,Ba-Rb-O,0.00806324194444441
Rb4 Ba4 O2,Ba-Rb-O,-6.639999998725443e-07
Rb6 Ba4 O2,Ba-Rb-O,0.015766803749999614
Rb1 Ba4 O5,Ba-Rb-O,0.035033864999999054
Rb4 Ba4 O6,Ba-Rb-O,0.0010507557142851454
Ba5 Li2 O4,Ba-Li-O,0.07950669090909024
Rb1 Ba5 O6,Ba-Rb-O,0.02232566250000101
Rb2 Ba5 O6,Ba-Rb-O,0.01692171999999914
Rb1 Ba5 O6,Ba-Rb-O,0.01861491333333376
Rb4 Ba5 O7,Ba-Rb-O,0.02493252312499905
Cs1 Ba6 O2,Ba-Cs-O,0.043335479118773446
Ba6 Li2 O8,Ba-Li-O,0.08833178812500009
Rb1 Ba6 O2,Ba-Rb-O,0.03899238027777674
Rb2 Ba6 O2,Ba-Rb-O,0.0326986124999995
Rb3 Ba6 O2,Ba-Rb-O,0.03407791795454518
Rb1 Ba6 O7,Ba-Rb-O,0.022472595000000872
Rb4 Ba6 O8,Ba-Rb-O,0.011622733888888348
Rb2 Ba7 O9,Ba-Rb-O,0.03430784833333256
Cs1 Ba8 O2,Ba-Cs-O,0.05197307109717819
Ba8 Li5 O7,Ba-Li-O,0.07494789899999965
Rb4 Ba8 O6,Ba-Rb-O,0.02196233722222196
Rb1 Ba8 O9,Ba-Rb-O,0.01618202111110989
Rb1 Ba9 O10,Ba-Rb-O,0.013656479499999818
Rb3 Ba9 O4,Ba-Rb-O,0.031247677343749558
Cs2 Ba1 O2,Ba-Cs-O,0.011110468000001816
Cs2 Ba1 O2,Ba-Cs-O,0.012149972000001341
Cs2 Ba1 O5,Ba-Cs-O,0.005601828749998816
Cs4 Ba1 O3,Ba-Cs-O,0.01111339874999917
Cs5 Ba1 O3,Ba-Cs-O,0.016759131111112158
Cs5 Ba1 O4,Ba-Cs-O,0.04713040899999932
Cs5 Ba1 O4,Ba-Cs-O,0.0542920269999998
Rb2 Ba1 O2,Ba-Rb-O,0.010449976000002081
Rb5 Ba1 O4,Ba-Rb-O,0.0342978270000005
Rb9 Ba1 O5,Ba-Rb-O,-0.0027236685333345
Cs11 Be2 O5,Be-Cs-O,-0.012950655929118149
Cs12 Be2 O6,Be-Cs-O,-0.014692867543104615
Cs2 Be2 O3,Be-Cs-O,-0.014272316071428648
Cs2 Be2 O3,Be-Cs-O,-0.021933870357143448
Cs2 Be2 O3,Be-Cs-O,-0.021907378928571752
Cs2 Be2 O3,Be-Cs-O,-0.04449654035714268
Cs4 Be2 O4,Be-Cs-O,-0.01916364750000099
Be2 Mo2 O8,Be-Mo-O,-0.028656623958333682
Be2 Mo2 O8,Be-Mo-O,-0.028801332291665815
Be2 Mo2 O8,Be-Mo-O,-0.0276274572916666
Be2 Mo2 O8,Be-Mo-O,-0.031091958124999763
Be2 Mo2 O8,Be-Mo-O,-0.027672195624999674
Be2 Mo2 O8,Be-Mo-O,-0.027813282291665686
Be2 Mo2 O8,Be-Mo-O,-0.03108997395833235
Be2 Zn8 O10,Be-Zn-O,0.024229293999997736
Rb2 Be2 O3,Be-Rb-O,0.023115286428571302
Rb2 Be2 O3,Be-Rb-O,0.021185103571428776
Rb2 Be2 O3,Be-Rb-O,0.019521584999999675
Rb2 Be2 O3,Be-Rb-O,-0.008024477857142998
Rb2 Be2 O3,Be-Rb-O,-0.0034384635714284073
Rb4 Be2 O4,Be-Rb-O,-0.052006328500001864
Rb4 Be2 O4,Be-Rb-O,-0.0435598075000021
Rb4 Be2 O4,Be-Rb-O,-0.038633288500001584
Rb4 Be2 O4,Be-Rb-O,-0.04576172050000249
Rb4 Be2 O4,Be-Rb-O,-0.051638186500002625
Be2 Zn2 O4,Be-Zn-O,0.04947859749999939
Rb10 Be2 O5,Be-Rb-O,-0.01436555158823527
Rb12 Be2 O5,Be-Rb-O,0.0038001635526314637
Be2 Zn3 O5,Be-Zn-O,0.05654547899999951
Rb12 Be2 O6,Be-Rb-O,-0.02550643785000073
Rb8 Be2 O6,Be-Rb-O,-0.04231156656249979
Rb8 Be2 O6,Be-Rb-O,-0.034790812187499576
Be2 Zn4 O6,Be-Zn-O,0.02888185333333304
Be2 Zn4 O6,Be-Zn-O,0.05566990666666616
Rb4 Be3 O5,Be-Rb-O,-0.019144129375002095
Rb8 Be3 O5,Be-Rb-O,-0.007470180820313033
Be3 Zn5 O8,Be-Zn-O,0.0485594240624998
Cs4 Be4 O6,Be-Cs-O,-0.04119384821428529
Cs4 Be4 O6,Be-Cs-O,-0.028446306071428396
Cs4 Be4 O6,Be-Cs-O,-0.04235167964285669
Cs4 Be4 O6,Be-Cs-O,-0.028458801071428397
Cs8 Be4 O8,Be-Cs-O,-0.01788453750000052
Be4 Zn6 O10,Be-Zn-O,0.038168995999999566
Be4 Zn6 O10,Be-Zn-O,0.05095806699999983
Rb4 Be4 O6,Be-Rb-O,0.026335475714286183
Rb4 Be4 O6,Be-Rb-O,-0.0037528442857146516
Be4 Zn2 O6,Be-Zn-O,0.027870100000000342
Be5 Mo2 O1,Be-Mo-O,1.2314831199999983
Rb6 Be5 O8,Be-Rb-O,-0.01136759092105244
Rb6 Be5 O8,Be-Rb-O,-0.006271521447367867
Be1 Mo1 O4,Be-Mo-O,-0.029482280625000357
Be1 Mo1 O4,Be-Mo-O,-0.029634035624999555
Be1 Re3 O12,Be-Re-O,0.02021524277343545
Be1 Zn3 O4,Be-Zn-O,0.04300303937499983
Be1 Zn5 O6,Be-Zn-O,0.043464928749998855
Be1 Zn5 O6,Be-Zn-O,0.03232065374999937
Be1 Re2 O8,Be-Re-O,-0.07696092670454746
Be1 Zn7 O8,Be-Zn-O,0.02824139781249979
Tl1 Cd2 O3,Cd-Tl-O,0.03670745861110891
Tl1 Cd2 O3,Cd-Tl-O,0.0391119519444425
Tl4 Cd2 O4,Cd-Tl-O,0.01226532600000052
Tl2 Cd2 O5,Cd-Tl-O,0.04455549833333361
Tl6 Cd2 O7,Cd-Tl-O,0.043832388555554935
Tl1 Cd3 O4,Cd-Tl-O,0.02774640270833384
Tl1 Cd3 O4,Cd-Tl-O,0.037417697708333364
Tl1 Cd3 O4,Cd-Tl-O,0.02488043895833414
Tl1 Cd4 O5,Cd-Tl-O,0.025216957166668053
Tl2 Cd4 O6,Cd-Tl-O,0.03807535944444229
Tl1 Cd5 O6,Cd-Tl-O,0.015135949305557617
Tl1 Cd5 O6,Cd-Tl-O,0.02405300680555733
Tl1 Cd6 O7,Cd-Tl-O,0.0385374329761925
Tl4 Cd6 O9,Cd-Tl-O,0.037101718684211527
Tl1 Cd7 O8,Cd-Tl-O,0.010531117604167584
Tl2 Cd8 O10,Cd-Tl-O,0.021974346666667977
Tl1 Cd9 O10,Cd-Tl-O,0.014501296083331283
Tl2 Cd1 O2,Cd-Tl-O,0.01379890700000086
Cs10 K6 O4,Cs-K-O,0.022820352724137738
Cs10 K6 O4,Cs-K-O,0.013636485724137781
Cs10 Na2 O4,Cs-Na-O,0.04005722450431026
Cs10 Na1 O3,Cs-Na-O,0.05310983001231451
Cs11 K4 O5,Cs-K-O,0.010259291706896434
Cs11 Na2 O5,Cs-Na-O,0.04294661777777753
Cs12 K3 O4,Cs-K-O,0.01824119180580741
Cs13 K2 O3,Cs-K-O,0.023444853582375025
Cs13 K2 O3,Cs-K-O,0.01768551636015303
Cs13 Na2 O5,Cs-Na-O,0.04318699660344816
Cs14 K2 O4,Cs-K-O,0.014422378517241707
Cs14 K2 O4,Cs-K-O,0.01509354951724129
Cs15 Na1 O4,Cs-Na-O,0.04165189971551708
Cs2 Hf2 O5,Cs-Hf-O,0.013305889166668194
Cs2 Hf2 O5,Cs-Hf-O,-0.01597183194444085
Cs2 K10 O2,Cs-K-O,0.004711236866994817
Cs2 K10 O2,Cs-K-O,0.007205723295566013
Cs2 K10 O2,Cs-K-O,0.010582111866994648
Cs2 K10 O2,Cs-K-O,0.0037810032955660766
Cs2 K10 O3,Cs-K-O,0.014797867475861981
Cs2 K10 O4,Cs-K-O,0.01330495363362072
Cs2 K11 O2,Cs-K-O,0.012981051542528821
Cs2 K12 O2,Cs-K-O,0.00731494563362034
Cs2 K12 O2,Cs-K-O,0.018063423133620304
Cs2 K2 O1,Cs-K-O,0.013714812827586353
Cs2 K2 O2,Cs-K-O,0.004620691666666676
Cs2 K3 O1,Cs-K-O,0.013049280189655565
Cs2 K4 O2,Cs-K-O,0.01226216051724105
Cs2 K4 O2,Cs-K-O,0.007490878017241354
Cs2 K4 O2,Cs-K-O,0.0021874542672413178
Cs2 K4 O2,Cs-K-O,0.015786256767241102
Cs2 K4 O2,Cs-K-O,0.007825564267241347
Cs2 K4 O2,Cs-K-O,-0.0008593932327585208
Cs2 K4 O2,Cs-K-O,0.0026689880172412472
Cs2 K4 O2,Cs-K-O,-0.00534382448275883
Cs2 K4 O2,Cs-K-O,0.004130488017241252
Cs2 K4 O2,Cs-K-O,0.00237924801724132
Cs2 K5 O1,Cs-K-O,0.013548660642241472
Cs2 K5 O2,Cs-K-O,0.013030882348659567
Cs2 K5 O2,Cs-K-O,0.013109480126436868
Cs2 K5 O1,Cs-K-O,0.014588246892241585
Cs2 K6 O1,Cs-K-O,0.016244692459770116
Cs2 K6 O2,Cs-K-O,0.011048667813793323
Cs2 K6 O2,Cs-K-O,0.004489548813793487
Cs2 K6 O2,Cs-K-O,0.009658979813793156
Cs2 K6 O2,Cs-K-O,0.01811462281379317
Cs2 K6 O2,Cs-K-O,0.022687105813793185
Cs2 K6 O2,Cs-K-O,0.015293341813793493
Cs2 K6 O2,Cs-K-O,-0.004854628186206522
Cs2 K6 O2,Cs-K-O,0.01768169681379339
Cs2 K7 O1,Cs-K-O,0.01599181591379306
Cs2 K7 O2,Cs-K-O,0.01436402046708496
Cs2 K7 O1,Cs-K-O,0.01714241291379337
Cs2 K8 O1,Cs-K-O,0.01876627510344786
Cs2 K8 O2,Cs-K-O,0.02103285767816132
Cs2 K8 O2,Cs-K-O,0.011348581844827788
Cs2 K8 O2,Cs-K-O,0.016622136011494426
Cs2 K8 O2,Cs-K-O,0.016709936844827578
Cs2 K8 O2,Cs-K-O,0.015408001844827712
Cs2 K8 O2,Cs-K-O,0.01953413434482787
Cs2 K9 O1,Cs-K-O,0.02151479109482768
Cs2 K9 O2,Cs-K-O,0.008805641472148462
Cs2 K9 O3,Cs-K-O,0.012182588224137536
Cs2 K9 O3,Cs-K-O,0.010432878224137632
Cs2 Na2 O2,Cs-Na-O,0.034312868333333135
Cs2 Na2 O2,Cs-Na-O,0.060296863333333395
Cs2 Na2 O2,Cs-Na-O,0.06077983999999992
Cs2 Na2 O2,Cs-Na-O,0.01472468333333321
Cs2 Na2 O2,Cs-Na-O,0.03711513333333327
Cs2 Na2 O2,Cs-Na-O,0.053137875
Cs2 Na2 O2,Cs-Na-O,0.03811718333333314
Cs2 Na2 O2,Cs-Na-O,0.03556340000000002
Cs2 Na2 O2,Cs-Na-O,0.03832348666666663
Cs2 Na2 O2,Cs-Na-O,0.03565728333333329
Cs2 Na2 O4,Cs-Na-O,0.05071479833333381
Cs2 Na2 O4,Cs-Na-O,0.020998113333333457
Cs2 Na2 O4,Cs-Na-O,0.0441118033333332
Cs2 Na4 O3,Cs-Na-O,0.059437123333333286
Cs2 Na6 O4,Cs-Na-O,0.05526153416666624
Cs2 Na6 O4,Cs-Na-O,0.029625239166666262
Cs2 Na6 O4,Cs-Na-O,0.0312796099999999
Cs2 Pt2 O2,Cs-Pt-O,-0.22605903291666873
Cs2 Rh4 O8,Cs-Rh-O,-0.1530418376785727
Cs2 Rh4 O8,Cs-Rh-O,-0.1903032148214301
Cs2 Rh4 O8,Cs-Rh-O,-0.190333053392858
Cs3 K10 O2,Cs-K-O,0.014914600547126788
Cs3 K11 O2,Cs-K-O,0.017765715950431193
Cs3 K11 O2,Cs-K-O,0.015952870325431245
Cs3 K12 O4,Cs-K-O,0.015134080221415491
Cs3 K13 O3,Cs-K-O,0.019491658695099723
Cs3 K14 O3,Cs-K-O,0.008741361110344847
Cs3 K3 O2,Cs-K-O,0.007147203512931188
Cs3 K3 O2,Cs-K-O,0.005707199762931214
Cs3 K5 O2,Cs-K-O,0.00580213532068985
Cs3 K5 O2,Cs-K-O,0.00357712132068988
Cs3 K5 O2,Cs-K-O,0.01423256532069006
Cs3 K5 O2,Cs-K-O,0.0025497753206900065
Cs3 K5 O3,Cs-K-O,-0.017345591990596265
Cs3 K6 O1,Cs-K-O,0.020093796420689758
Cs3 K6 O3,Cs-K-O,0.008728125517241114
Cs3 K7 O1,Cs-K-O,0.01864844101880836
Cs3 K9 O2,Cs-K-O,0.014642664371920855
Cs3 K9 O4,Cs-K-O,0.014537412075430911
Cs3 K1 O1,Cs-K-O,0.02095707762068999
Cs3 Na3 O3,Cs-Na-O,0.05402635222222152
Cs3 Na5 O4,Cs-Na-O,0.05993995416666653
Cs3 Rh2 O6,Cs-Rh-O,-0.23740448454545415
Cs4 Hf2 O6,Cs-Hf-O,-0.0007925174999980911
Cs4 K12 O4,Cs-K-O,0.022197963813793464
Cs4 K2 O2,Cs-K-O,0.012364420258620612
Cs4 K2 O2,Cs-K-O,0.00182536150862056
Cs4 K2 O2,Cs-K-O,0.0036339077586204915
Cs4 K2 O2,Cs-K-O,0.013666449008620685
Cs4 K3 O2,Cs-K-O,0.02103088335249037
Cs4 K4 O2,Cs-K-O,0.012627798827586467
Cs4 K5 O1,Cs-K-O,0.024500126927586185
Cs4 K6 O2,Cs-K-O,0.014701066022988929
Cs4 K8 O2,Cs-K-O,0.013660151876847326
Cs4 K8 O2,Cs-K-O,0.012657866876847113
Cs4 Na2 O2,Cs-Na-O,0.05303700525862087
Cs4 Na2 O2,Cs-Na-O,0.05337553150862062
Cs4 Na2 O2,Cs-Na-O,0.05300074400862087
Cs4 Na2 O2,Cs-Na-O,0.04916681900862052
Cs4 Na2 O3,Cs-Na-O,0.03522652666666559
Cs4 Na3 O3,Cs-Na-O,0.05604308999999841
Cs4 Na4 O4,Cs-Na-O,0.0382639724999998
Cs4 Na4 O4,Cs-Na-O,0.036004009166666684
Cs4 Na4 O4,Cs-Na-O,0.051464138333332965
Cs4 Na4 O4,Cs-Na-O,0.03509043249999966
Cs4 Na4 O4,Cs-Na-O,0.055044251666666266
Cs4 Na4 O4,Cs-Na-O,0.03494137499999983
Cs4 Na4 O4,Cs-Na-O,0.03226909999999972
Cs4 Na4 O4,Cs-Na-O,0.038415462500000164
Cs4 Na4 O4,Cs-Na-O,0.016680113333333413
Cs4 Na6 O6,Cs-Na-O,0.05526792749999965
Cs4 Pd1 O4,Cs-Pd-O,-0.1337567338888892
Cs4 Pd2 O4,Cs-Pd-O,-0.16402528999999877
Cs4 Pt1 O4,Cs-Pt-O,-0.2661607629629632
Cs4 Pt2 O4,Cs-Pt-O,-0.22087452350000092
Cs4 Pt2 O4,Cs-Pt-O,-0.20918996250000088
Cs4 Pt2 O4,Cs-Pt-O,-0.204365418500001
Cs4 Rh1 O4,Cs-Rh-O,-0.13616447055555536
Cs4 Rh2 O6,Cs-Rh-O,-0.2151441933333338
Cs5 K10 O3,Cs-K-O,0.017139534908046095
Cs5 K11 O4,Cs-K-O,0.008986836067241377
Cs5 K5 O2,Cs-K-O,0.024383768945402284
Cs5 K7 O2,Cs-K-O,0.020742949381773457
Cs5 K8 O3,Cs-K-O,0.01607870152155222
Cs5 K1 O2,Cs-K-O,6.870075430986944e-05
Cs5 Na2 O3,Cs-Na-O,0.045782800000000456
Cs5 Na2 O3,Cs-Na-O,0.053011988000001065
Cs5 Na2 O3,Cs-Na-O,0.05382206400000111
Cs5 Na3 O4,Cs-Na-O,0.05493277583333356
Cs5 Pt2 O4,Cs-Pt-O,-0.1817379573863649
Cs6 Hf2 O7,Cs-Hf-O,0.012347011000003683
Cs6 K2 O2,Cs-K-O,0.010985379620690239
Cs6 K2 O2,Cs-K-O,0.022646072620690294
Cs6 K2 O4,Cs-K-O,0.011431348333333258
Cs6 K2 O4,Cs-K-O,0.02166569249999961
Cs6 K3 O2,Cs-K-O,0.02126242584639515
Cs6 K3 O2,Cs-K-O,0.026842593119122515
Cs6 Na2 O3,Cs-Na-O,0.045974295454545455
Cs6 Na2 O4,Cs-Na-O,0.04311730416666659
Cs6 Na2 O4,Cs-Na-O,0.04605935583333309
Cs6 Na6 O6,Cs-Na-O,0.05665623944444409
Cs6 Na1 O1,Cs-Na-O,0.06927345303879329
Cs6 Na1 O2,Cs-Na-O,0.04332859312260551
Cs6 Pd4 O8,Cs-Pd-O,-0.24346195166666718
Cs6 Pd4 O8,Cs-Pd-O,-0.23854492611111144
Cs7 K8 O3,Cs-K-O,0.02446925380459808
Cs7 K1 O2,Cs-K-O,0.013301999017241606
Cs7 K1 O2,Cs-K-O,0.011494942017241438
Cs7 K1 O4,Cs-K-O,0.0060628391666668335
Cs7 Na3 O4,Cs-Na-O,0.06528142357142785
Cs7 Na4 O5,Cs-Na-O,0.04724748999999928
Cs7 Na4 O5,Cs-Na-O,0.053796048124999274
Cs7 Na1 O3,Cs-Na-O,0.04310827454545407
Cs7 Na1 O3,Cs-Na-O,0.05521185000000006
Cs7 Pt3 O6,Cs-Pt-O,-0.1829891817968763
Cs8 Hf2 O8,Cs-Hf-O,0.0009946650000003388
Cs8 Hf2 O8,Cs-Hf-O,0.0023929405555556116
Cs8 K2 O2,Cs-K-O,0.013974670028735758
Cs8 K2 O2,Cs-K-O,0.019386107528735597
Cs8 K2 O2,Cs-K-O,0.015123697528735214
Cs8 K8 O4,Cs-K-O,0.015888156827586375
Cs8 K1 O2,Cs-K-O,0.019336091112852394
Cs8 Na1 O2,Cs-Na-O,0.056483990203761714
Cs8 Na1 O2,Cs-Na-O,0.05221010838557971
Cs8 Pt4 O8,Cs-Pt-O,-0.22902479400000075
Cs9 K2 O3,Cs-K-O,0.015800822586206298
Cs9 K3 O6,Cs-K-O,0.011864329999999867
Cs9 K6 O4,Cs-K-O,0.014111332232304541
Cs9 Na2 O4,Cs-Na-O,0.042695861333333696
Cs1 K10 O3,Cs-K-O,0.01414670857635425
Cs1 K14 O3,Cs-K-O,0.01028872433716499
Cs1 K2 O6,Cs-K-O,0.08650442777777734
Cs1 K5 O1,Cs-K-O,0.01596996043842358
Cs1 K6 O1,Cs-K-O,0.017147660008620225
Cs1 K6 O1,Cs-K-O,0.011485446258620247
Cs1 K7 O1,Cs-K-O,0.00999877189655174
Cs1 K7 O1,Cs-K-O,0.00906260967432937
